Tissue	wholeblood
N_samples	334
Chr	11
Gene	ENSG00000149257.9
SNP	rs662848
Gene_list	ENSG00000178381.7	ENSG00000004478.5	ENSG00000120694.15	ENSG00000086061.11	ENSG00000096384.15	ENSG00000168439.12	ENSG00000149257.9	ENSG00000140403.8	ENSG00000080824.14	ENSG00000151929.5	ENSG00000109971.9	ENSG00000120438.7	ENSG00000173110.6	ENSG00000116161.13	ENSG00000162783.8	ENSG00000144381.12	ENSG00000115541.6
Gene expression stats (Y^T * Y): 
324.073016144	194.415671858	215.70092852	168.949264641	152.800765421	185.25494771	242.786248853	233.862714654	159.133099883	263.762784517	142.156794622	182.552357186	173.124532437	231.11734368	212.185697069	210.505964166	197.658824171
194.415671858	324.073016144	291.937573238	223.202382864	282.777928682	283.919390027	261.438065722	244.976672272	269.567446986	217.117365521	247.613460741	180.354222941	245.919899005	234.922994408	136.938503884	258.83396224	245.738558084
215.70092852	291.937573238	324.073016144	226.873155677	263.051581904	256.068086347	263.864807148	270.12577007	283.369230182	223.041557565	246.143350719	189.936332534	249.395406494	249.4412483	155.50896488	292.658297975	271.993531222
168.949264641	223.202382864	226.873155677	324.073016144	193.554832943	224.632631502	194.492482727	212.189683695	208.547472313	186.552682717	220.139157039	194.25313545	190.074874819	222.496256382	132.664759694	233.224619704	203.307486258
152.800765421	282.777928682	263.051581904	193.554832943	324.073016144	269.475717506	210.743789756	204.498365132	262.749653659	170.077810111	248.784992479	159.595744789	226.686442676	194.793391611	106.974831807	233.13931264	218.460629276
185.25494771	283.919390027	256.068086347	224.632631502	269.475717506	324.073016144	244.897823023	234.61845962	218.648931706	219.258787748	226.897638995	228.5667998	204.689301789	243.434439525	145.409662456	247.027782849	224.166916067
242.786248853	261.438065722	263.864807148	194.492482727	210.743789756	244.897823023	324.073016144	274.041061724	211.703660441	269.718016377	200.346785689	205.951402833	213.046300945	247.331787935	200.44982868	262.559803411	240.669597105
233.862714654	244.976672272	270.12577007	212.189683695	204.498365132	234.61845962	274.041061724	324.073016144	210.612017398	270.188937048	187.032940323	227.811729427	189.646277506	258.52262932	201.144925903	292.863805793	237.962441689
159.133099883	269.567446986	283.369230182	208.547472313	262.749653659	218.648931706	211.703660441	210.612017398	324.073016144	160.004600271	274.546665876	129.802093564	239.077795333	201.369319483	105.407452916	246.221412446	251.919043991
263.762784517	217.117365521	223.041557565	186.552682717	170.077810111	219.258787748	269.718016377	270.188937048	160.004600271	324.073016144	156.716123	223.33653219	168.269050807	252.990723873	226.741542345	235.779702192	182.788081019
142.156794622	247.613460741	246.143350719	220.139157039	248.784992479	226.897638995	200.346785689	187.032940323	274.546665876	156.716123	324.073016144	139.977920575	237.410510516	200.156262412	98.5608211988	226.824641278	235.041097335
182.552357186	180.354222941	189.936332534	194.25313545	159.595744789	228.5667998	205.951402833	227.811729427	129.802093564	223.33653219	139.977920575	324.073016144	112.646220665	251.565565089	184.511215725	222.188949994	171.260002083
173.124532437	245.919899005	249.395406494	190.074874819	226.686442676	204.689301789	213.046300945	189.646277506	239.077795333	168.269050807	237.410510516	112.646220665	324.073016144	178.076571619	131.921142361	212.406165466	226.657997506
231.11734368	234.922994408	249.4412483	222.496256382	194.793391611	243.434439525	247.331787935	258.52262932	201.369319483	252.990723873	200.156262412	251.565565089	178.076571619	324.073016144	202.09928272	270.273043119	235.238413588
212.185697069	136.938503884	155.50896488	132.664759694	106.974831807	145.409662456	200.44982868	201.144925903	105.407452916	226.741542345	98.5608211988	184.511215725	131.921142361	202.09928272	324.073016144	167.229416847	147.013877347
210.505964166	258.83396224	292.658297975	233.224619704	233.13931264	247.027782849	262.559803411	292.863805793	246.221412446	235.779702192	226.824641278	222.188949994	212.406165466	270.273043119	167.229416847	324.073016144	271.921001281
197.658824171	245.738558084	271.993531222	203.307486258	218.460629276	224.166916067	240.669597105	237.962441689	251.919043991	182.788081019	235.041097335	171.260002083	226.657997506	235.238413588	147.013877347	271.921001281	324.073016144
Genotype stats (X^T * X): 	161.121201737
Gene expression - Genotype stats (Y^T * X): 
17.0429110336	40.4182172006	36.019393093	18.9068338475	21.7066565679	27.2134961237	36.8404558116	18.8661045508	24.8805780715	18.8643395573	24.9082027052	19.6729810965	31.3570299235	30.1609094	-0.677768149349	22.3844319212	36.2440982549
