Tissue	braincortex
N_samples	95
Chr	22
Gene	ENSG00000138944.7
SNP	rs1122689
Gene_list	ENSG00000184545.6	ENSG00000167680.11	ENSG00000091622.11	ENSG00000144711.9	ENSG00000011451.13	ENSG00000155876.4	ENSG00000131242.11	ENSG00000183741.7	ENSG00000101098.8	ENSG00000117411.12	ENSG00000138944.7	ENSG00000164742.10	ENSG00000108819.9	ENSG00000163930.5	ENSG00000108960.3	ENSG00000206052.6	ENSG00000163013.7	ENSG00000107954.6	ENSG00000176871.4	ENSG00000160408.10	ENSG00000203685.5
Gene expression stats (Y^T * Y): 
87.3684685627	49.9701672153	54.2124829442	47.404061024	54.0089239729	-39.6780818551	28.2103140821	56.2783692265	58.4429753559	49.6003951633	55.2971405483	43.2097618561	61.9895557264	51.8341687476	45.2399631431	49.2699367777	57.6180840388	54.8736555299	44.9090061612	36.387144577	42.2010209007
49.9701672153	87.3684685627	52.6111095879	54.4200028968	38.1112134466	-41.2717581131	43.361670471	55.7586274115	53.7607174495	58.481231487	53.1947621022	49.1055589016	63.1337432388	51.4020773657	36.5212462521	37.5238236734	59.6148392841	39.2034997938	57.5694821415	55.4878829111	49.7196493185
54.2124829442	52.6111095879	87.3684685627	56.1636481069	54.7679116041	-43.5740677702	35.4989732244	57.7037037093	68.0933717723	42.7478161172	58.1589765978	53.306952863	61.6147339094	52.3337867976	38.4206452429	60.4127118661	73.2703250449	56.6322462944	34.8756951159	57.6467345948	49.1993922359
47.404061024	54.4200028968	56.1636481069	87.3684685627	48.6948184454	-41.5507046076	48.6285303722	53.3885957263	51.5570643252	44.1204392144	58.5826167922	49.7691209425	59.1404965038	53.4834169822	35.0009513687	32.8757305572	63.8708159954	49.1317957597	52.0632814588	54.298234915	37.6569860135
54.0089239729	38.1112134466	54.7679116041	48.6948184454	87.3684685627	-36.4853534174	32.246358183	49.7453030537	48.5806211482	32.9486843645	54.4024214775	44.7675315177	48.4316763101	38.8624488155	44.6041741921	47.4634385256	62.5985962139	52.3078965607	31.7404437729	41.5186371073	36.6105777629
-39.6780818551	-41.2717581131	-43.5740677702	-41.5507046076	-36.4853534174	87.3684685627	-50.9724904027	-38.9767487954	-51.7476975508	-39.7267568155	-53.6707972816	-58.3414531404	-35.5573207152	-41.6865029387	-41.1864976287	-49.3615381691	-52.7447193065	-41.9124844076	-39.4856180641	-49.2420799874	-49.5815792506
28.2103140821	43.361670471	35.4989732244	48.6285303722	32.246358183	-50.9724904027	87.3684685627	46.0445374317	39.771938386	46.7773434987	55.9983601335	52.5410543938	38.0136700466	37.6954520676	38.0805772688	28.8465718787	48.2926191106	33.7036505587	41.5410830515	41.8467042637	47.6281350583
56.2783692265	55.7586274115	57.7037037093	53.3885957263	49.7453030537	-38.9767487954	46.0445374317	87.3684685627	62.7643642905	58.6749474639	56.5760607038	44.392105141	67.1822606802	56.3214097517	40.5064954566	41.8415858377	65.1359284926	55.5807770798	52.8404542848	55.675219188	42.6107700576
58.4429753559	53.7607174495	68.0933717723	51.5570643252	48.5806211482	-51.7476975508	39.771938386	62.7643642905	87.3684685627	51.3358235038	59.1532316263	52.259225892	56.5859175077	61.5783382895	42.4024307028	56.4844288812	74.9376695351	51.2685964348	38.7144411024	59.146797525	44.7338657784
49.6003951633	58.481231487	42.7478161172	44.1204392144	32.9486843645	-39.7267568155	46.7773434987	58.6749474639	51.3358235038	87.3684685627	53.4751411744	35.0827483116	56.6858630138	53.7706562163	48.8027474545	37.9197128296	52.7697684692	41.6932739091	62.9759350149	52.7070155901	48.9454094139
