Tissue	braincerebellum
N_samples	102
Chr	1
Gene	ENSG00000163207.5
SNP	rs61276970
Gene_list	ENSG00000125780.11	ENSG00000178363.3	ENSG00000124466.8	ENSG00000185479.5	ENSG00000205420.6	ENSG00000170423.8	ENSG00000184292.5	ENSG00000140519.8	ENSG00000136689.14	ENSG00000121552.3	ENSG00000167656.4	ENSG00000133710.11	ENSG00000143536.7	ENSG00000169509.5	ENSG00000163207.5	ENSG00000169474.3	ENSG00000169469.7	ENSG00000163216.6	ENSG00000241794.1	ENSG00000203785.4	ENSG00000189334.4
Gene expression stats (Y^T * Y): 
94.2403082206	53.0198467948	49.9973394238	87.6746085826	66.2795273792	82.1579320251	56.5708694246	74.7226529658	76.395798495	78.3760690745	53.5254462793	69.872373412	82.6166442106	78.7072679267	65.5934920088	65.9503774395	69.3973316761	84.971396637	78.7219786723	66.5036241674	67.4770676311
53.0198467948	94.2403082206	56.3223016838	54.3417371236	46.8822140571	61.3436106852	59.3296445057	47.9816058946	53.6828835294	53.2689858687	57.5053632533	55.5331864054	49.2917514152	47.2332001567	58.8361585092	43.4463366766	55.7405852307	51.1980852185	48.6347013074	56.5557877177	49.8854320469
49.9973394238	56.3223016838	94.2403082206	55.1060894578	50.536968666	60.7472147823	65.8573090906	47.3642604003	53.8177645775	54.7973226482	68.0231543069	67.8606806271	46.9703341323	57.2730084175	63.9988350402	45.5849201627	53.4099628897	54.9347067928	50.5622339902	70.7668053693	59.7679503856
87.6746085826	54.3417371236	55.1060894578	94.2403082206	72.8393671535	83.0380302174	60.1939462456	76.938646388	78.5713772408	79.2039863755	53.7311706962	73.0766057832	81.7883671094	79.9310856812	66.9998901233	70.2005272152	72.9781557434	86.1347742592	81.8004087075	69.580209485	68.6021284694
66.2795273792	46.8822140571	50.536968666	72.8393671535	94.2403082206	67.4125451842	54.7279056639	74.352859419	70.7119711945	78.3820792797	44.9154000593	59.1581578787	72.2146108301	66.4679380611	62.5262873837	77.0161062326	65.5557486285	68.0375857493	80.8917437271	64.6835402384	66.2806374513
82.1579320251	61.3436106852	60.7472147823	83.0380302174	67.4125451842	94.2403082206	67.79971295	72.2546332837	72.9747944972	75.2943476498	55.9645435284	77.7790185221	76.6563593842	77.4325264356	70.3822557306	63.4919123588	71.0603195664	80.9320064406	73.1091634483	68.4183344681	69.9222402011
56.5708694246	59.3296445057	65.8573090906	60.1939462456	54.7279056639	67.79971295	94.2403082206	55.2979447777	60.3546536843	57.851052148	67.2364192011	71.4762321766	50.3702389629	57.8865576195	67.772504892	45.8358589206	61.1958607742	55.0339860537	56.3107648044	69.941378051	62.7818113065
74.7226529658	47.9816058946	47.3642604003	76.938646388	74.352859419	72.2546332837	55.2979447777	94.2403082206	71.5597086902	74.9889453739	46.5149183188	60.4810425438	74.8023519891	74.9569589162	60.1302445661	72.8052842288	69.3603303419	74.6305118602	76.7081077256	62.294698529	69.5179593642
76.395798495	53.6828835294	53.8177645775	78.5713772408	70.7119711945	72.9747944972	60.3546536843	71.5597086902	94.2403082206	72.2276685739	55.5205581147	68.5909209701	69.9423843764	69.5869619679	67.3085633626	64.8125895812	68.5104958997	72.5756585152	71.610363674	69.5102438592	67.6852556846
78.3760690745	53.2689858687	54.7973226482	79.2039863755	78.3820792797	75.2943476498	57.851052148	74.9889453739	72.2276685739	94.2403082206	51.4769675469	65.323220879	85.7683922536	72.5338493433	65.1704366557	71.650956548	70.7608856851	80.2685018397	82.163634519	69.3465209121	68.5959562955
53.5254462793	57.5053632533	68.0231543069	53.7311706962	44.9154000593	55.9645435284	67.2364192011	46.5149183188	55.5205581147	51.4769675469	94.2403082206	67.7298397199	46.1386027717	53.5636727448	63.2807492653	42.8090023042	55.0845879963	51.9635941208	49.8291143767	66.1309027298	60.3048836831
69.872373412	55.5331864054	67.8606806271	73.0766057832	59.1581578787	77.7790185221	71.4762321766	60.4810425438	68.5909209701	65.323220879	67.7298397199	94.2403082206	64.7522043402	67.653867852	69.9590713763	54.6694032948	61.4347891916	71.7120350755	64.5918128296	71.9462534548	72.5674729538
82.6166442106	49.2917514152	46.9703341323	81.7883671094	72.2146108301	76.6563593842	50.3702389629	74.8023519891	69.9423843764	85.7683922536	46.1386027717	64.7522043402	94.2403082206	75.2757392608	57.3695032435	69.6009092713	68.2462413697	85.7991703301	85.9710509427	62.5749345083	66.0494775765
78.7072679267	47.2332001567	57.2730084175	79.9310856812	66.4679380611	77.4325264356	57.8865576195	74.9569589162	69.5869619679	72.5338493433	53.5636727448	67.653867852	75.2757392608	94.2403082206	60.0263347304	66.3134369003	61.0335356	79.8291163125	74.8819233337	67.84167077	67.8940757717
65.5934920088	58.8361585092	63.9988350402	66.9998901233	62.5262873837	70.3822557306	67.772504892	60.1302445661	67.3085633626	65.1704366557	63.2807492653	69.9590713763	57.3695032435	60.0263347304	94.2403082206	59.9586242407	57.4862045156	59.5144735031	62.4782433952	72.0022037943	68.9400546637
65.9503774395	43.4463366766	45.5849201627	70.2005272152	77.0161062326	63.4919123588	45.8358589206	72.8052842288	64.8125895812	71.650956548	42.8090023042	54.6694032948	69.6009092713	66.3134369003	59.9586242407	94.2403082206	60.6015512604	66.4755633458	74.788844036	56.1691449346	61.4222448986
