Tissue	skinsunexposedlowerleg
N_samples	299
Chr	11
Gene	ENSG00000167996.11
SNP	rs10897206
Gene_list	ENSG00000185201.12	ENSG00000142089.11	ENSG00000132386.6	ENSG00000159403.11	ENSG00000096696.9	ENSG00000026025.9	ENSG00000186395.6	ENSG00000173801.12	ENSG00000087086.9	ENSG00000087245.8	ENSG00000135404.7	ENSG00000149131.11	ENSG00000167996.11	ENSG00000034510.4	ENSG00000166741.3	ENSG00000112378.11	ENSG00000211445.7	ENSG00000143387.8	ENSG00000197956.5	ENSG00000189058.4
Gene expression stats (Y^T * Y): 
289.277195889	253.090506146	135.985268796	174.828755527	-156.475806833	143.250105858	-166.070098272	-157.564391801	180.581616123	134.080807686	167.76203905	196.546521433	208.450209729	181.81771833	211.370384113	-183.620212938	181.65857464	79.7091111248	158.382069564	158.743758674
253.090506146	289.277195889	157.040843313	207.141113594	-159.389895914	149.542105812	-153.665229824	-167.579232697	190.952803209	150.341770521	197.118585212	201.62241512	215.587237177	211.325159522	202.403233289	-192.327718724	150.30184197	94.4982892582	186.7954089	139.99819645
135.985268796	157.040843313	289.277195889	243.949655183	-112.611732563	164.30674472	-107.768759411	-124.538188903	203.733015187	184.894140298	179.587247462	209.579557196	179.457902052	156.638238419	177.164690974	-136.57509769	141.789363901	176.730037845	147.410295129	127.931039178
174.828755527	207.141113594	243.949655183	289.277195889	-124.440279298	187.90954874	-118.756193924	-145.585493855	207.620989561	192.948662513	217.717627229	238.069140421	189.998050206	179.49352312	202.441528245	-156.502964152	134.538699881	161.240976394	184.673408614	142.956368278
-156.475806833	-159.389895914	-112.611732563	-124.440279298	289.277195889	-127.421330866	223.857160415	215.733731087	-169.099122717	-131.060066983	-136.498606081	-133.398810622	-179.185926058	-200.221266697	-137.45983274	238.766778303	-140.218713929	-90.8437896576	-166.533211258	-135.531106963
143.250105858	149.542105812	164.30674472	187.90954874	-127.421330866	289.277195889	-138.268770748	-143.125749124	220.428734802	209.379580104	192.055328683	221.392997785	208.489432491	198.540158373	137.350767139	-139.289095219	154.103594419	191.287007041	223.018592131	197.030797026
-166.070098272	-153.665229824	-107.768759411	-118.756193924	223.857160415	-138.268770748	289.277195889	225.614050708	-153.012516236	-107.077008418	-105.685520677	-155.403137724	-200.308627589	-162.5856586	-158.821563076	219.545719285	-195.083106082	-77.3809402546	-132.60408814	-173.97624801
-157.564391801	-167.579232697	-124.538188903	-145.585493855	215.733731087	-143.125749124	225.614050708	289.277195889	-149.823235933	-130.046757842	-138.930794903	-142.355568931	-193.030204504	-195.946841035	-149.707518071	209.830544196	-140.743499627	-101.29223779	-152.306296729	-138.484371227
180.581616123	190.952803209	203.733015187	207.620989561	-169.099122717	220.428734802	-153.012516236	-149.823235933	289.277195889	225.5072648	224.338606281	223.679138689	233.942502075	209.158166222	179.633856627	-181.67510222	174.581116912	200.048980348	208.992921041	183.866966054
134.080807686	150.341770521	184.894140298	192.948662513	-131.060066983	209.379580104	-107.077008418	-130.046757842	225.5072648	289.277195889	240.930953929	202.504409482	214.763281314	198.823889611	146.2947	-139.445379913	114.121739119	255.633744176	219.802649919	147.019722331
