Tissue	skinsunexposedlowerleg
N_samples	299
Chr	19
Gene	ENSG00000197766.3
SNP	rs350154
Gene_list	ENSG00000197766.3	ENSG00000132386.6	ENSG00000125730.12	ENSG00000159403.11	ENSG00000111341.5	ENSG00000026025.9	ENSG00000166482.7	ENSG00000101439.4	ENSG00000100097.7	ENSG00000064205.6	ENSG00000163815.5	ENSG00000077942.13	ENSG00000142156.10	ENSG00000142173.10	ENSG00000087086.9	ENSG00000011465.12	ENSG00000148180.12	ENSG00000197956.5
Gene expression stats (Y^T * Y): 
289.277195889	189.870660291	188.205785773	204.242390919	202.516284981	184.738782212	194.939925512	223.4243121	178.67703826	211.122863299	187.580150671	228.829937136	174.186711838	213.112934755	174.543419927	221.884455796	217.346654152	174.851914523
189.870660291	289.277195889	219.24238102	243.949655183	156.179425901	164.30674472	150.506542093	194.502281295	136.483650394	208.123417655	90.93338686	204.493550509	141.978305404	186.802484949	203.733015187	211.224503554	152.575882976	147.410295129
188.205785773	219.24238102	289.277195889	227.565876793	153.540843198	130.451370855	166.76214751	177.453197858	146.270330162	163.459327635	119.929863627	169.275038634	153.96221923	179.2410747	167.135271441	175.935695631	135.581956513	148.586027157
204.242390919	243.949655183	227.565876793	289.277195889	188.371261395	187.90954874	162.115268939	203.07983471	156.457964743	200.480056388	103.042521474	209.239060307	176.659174445	228.821126291	207.620989561	229.29421887	171.192782524	184.673408614
202.516284981	156.179425901	153.540843198	188.371261395	289.277195889	204.729776537	166.254829462	192.398321576	187.245189186	176.172616741	139.519140653	178.901808348	171.98761101	197.505765028	186.235916165	206.37100681	204.22732079	198.361580852
184.738782212	164.30674472	130.451370855	187.90954874	204.729776537	289.277195889	105.508366178	183.32022226	177.163850442	170.623121573	94.5877934301	189.041813721	134.055618773	183.387478432	220.428734802	202.750583684	201.579097301	223.018592131
194.939925512	150.506542093	166.76214751	162.115268939	166.254829462	105.508366178	289.277195889	152.937482629	133.670734659	189.778204837	200.944261686	190.924067885	198.67551868	202.203562996	86.7999994443	203.138633296	142.344932608	98.5785947256
223.4243121	194.502281295	177.453197858	203.07983471	192.398321576	183.32022226	152.937482629	289.277195889	205.417413694	201.040224798	166.109380407	205.384689783	188.623081594	219.35993329	188.720366189	185.65633389	190.571211038	192.825646364
178.67703826	136.483650394	146.270330162	156.457964743	187.245189186	177.163850442	133.670734659	205.417413694	289.277195889	150.533330152	149.994926807	139.048244759	226.17917938	225.475357042	188.013141794	149.678497066	137.229825617	229.49867761
211.122863299	208.123417655	163.459327635	200.480056388	176.172616741	170.623121573	189.778204837	201.040224798	150.533330152	289.277195889	152.709009128	229.606446993	183.161781345	211.249107521	175.804775971	219.2427912	170.65982404	162.641018211
187.580150671	90.93338686	119.929863627	103.042521474	139.519140653	94.5877934301	200.944261686	166.109380407	149.994926807	152.709009128	289.277195889	146.930433712	180.780321731	174.513186447	49.3934977545	155.047377271	161.906992659	129.976308508
228.829937136	204.493550509	169.275038634	209.239060307	178.901808348	189.041813721	190.924067885	205.384689783	139.048244759	229.606446993	146.930433712	289.277195889	166.826182426	204.827287522	162.595871466	245.657278835	210.683161876	152.976679504
174.186711838	141.978305404	153.96221923	176.659174445	171.98761101	134.055618773	198.67551868	188.623081594	226.17917938	183.161781345	180.780321731	166.826182426	289.277195889	266.446542005	125.917333592	187.920119516	116.833932009	173.453624632
213.112934755	186.802484949	179.2410747	228.821126291	197.505765028	183.387478432	202.203562996	219.35993329	225.475357042	211.249107521	174.513186447	204.827287522	266.446542005	289.277195889	173.706918634	224.549203035	166.882772806	205.470257139
174.543419927	203.733015187	167.135271441	207.620989561	186.235916165	220.428734802	86.7999994443	188.720366189	188.013141794	175.804775971	49.3934977545	162.595871466	125.917333592	173.706918634	289.277195889	169.751274169	153.344964916	208.992921041
221.884455796	211.224503554	175.935695631	229.29421887	206.37100681	202.750583684	203.138633296	185.65633389	149.678497066	219.2427912	155.047377271	245.657278835	187.920119516	224.549203035	169.751274169	289.277195889	199.084571569	169.563544223
217.346654152	152.575882976	135.581956513	171.192782524	204.22732079	201.579097301	142.344932608	190.571211038	137.229825617	170.65982404	161.906992659	210.683161876	116.833932009	166.882772806	153.344964916	199.084571569	289.277195889	186.385700522
174.851914523	147.410295129	148.586027157	184.673408614	198.361580852	223.018592131	98.5785947256	192.825646364	229.49867761	162.641018211	129.976308508	152.976679504	173.453624632	205.470257139	208.992921041	169.563544223	186.385700522	289.277195889
Genotype stats (X^T * X): 	97.3913753445
Gene expression - Genotype stats (Y^T * X): 
-32.4893943849	-22.4398429244	-25.5365018457	-26.9064347496	-18.2512714267	-23.2919807707	-13.5169261264	-25.5611355299	-24.4806082005	-30.2424154359	-14.8729125518	-28.7265848832	-19.7921463604	-26.5238881455	-29.7156950518	-22.975074117	-19.5404583551	-20.6581519168
