Tissue	skinsunexposedlowerleg
N_samples	299
Chr	15
Gene	ENSG00000137818.7
SNP	rs11634798
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000130255.8	ENSG00000105640.8	ENSG00000124614.9	ENSG00000105193.4	ENSG00000105372.2	ENSG00000063177.8	ENSG00000162244.6	ENSG00000170889.9	ENSG00000108107.8	ENSG00000083845.4	ENSG00000171858.13	ENSG00000137818.7	ENSG00000149273.10	ENSG00000167526.9	ENSG00000089157.11	ENSG00000136942.10
Gene expression stats (Y^T * Y): 
289.277195889	210.673871282	207.904470325	218.846754655	199.98953232	164.656300754	207.775000827	208.454056698	179.355174485	182.076332662	198.378865822	181.308472535	182.74068971	172.545894261	178.172101048	173.896128294	182.38143239	115.752851906	157.383883422
210.673871282	289.277195889	217.172212688	248.617875973	258.147591907	188.610952712	235.046359519	234.126667051	247.893211237	206.409066962	242.114564278	224.602779547	234.519465729	220.256356199	233.420628046	211.642481353	258.68519633	140.957818446	196.825902829
207.904470325	217.172212688	289.277195889	206.954789969	241.960277326	166.850453678	212.141817274	216.336265509	232.8373894	215.194743355	240.15727076	214.870300633	246.545117414	189.314456502	191.057817566	235.089831748	207.602410524	208.422763153	146.179759508
218.846754655	248.617875973	206.954789969	289.277195889	223.93204011	194.326188576	228.461317263	238.638486738	215.875079633	184.12261713	216.418916999	190.422526217	197.889278196	233.592251312	203.159046171	194.350712894	229.223400661	127.212669864	216.6221
199.98953232	258.147591907	241.960277326	223.93204011	289.277195889	172.46812455	231.118939046	235.301978629	257.650886078	222.319241465	245.158207483	226.735656992	261.779394717	212.96677293	225.908124697	228.382857506	247.937739128	186.858510611	169.175607945
164.656300754	188.610952712	166.850453678	194.326188576	172.46812455	289.277195889	184.711552147	191.213542107	191.103244825	200.919939973	178.443506697	143.464750044	173.596790718	224.484274942	179.800924227	199.304987278	179.978264248	171.427939866	241.59860962
207.775000827	235.046359519	212.141817274	228.461317263	231.118939046	184.711552147	289.277195889	207.245928168	217.745012234	189.184450911	223.882264375	192.441523819	210.917203187	238.048855736	177.478122055	227.438793337	219.737218999	144.010107848	168.342916277
208.454056698	234.126667051	216.336265509	238.638486738	235.301978629	191.213542107	207.245928168	289.277195889	223.972613632	181.538953159	210.034053801	185.366588491	215.67894135	224.146972191	222.892263432	205.716514224	215.635121179	189.208309018	199.653869719
179.355174485	247.893211237	232.8373894	215.875079633	257.650886078	191.103244825	217.745012234	223.972613632	289.277195889	227.866697243	230.099799292	223.387340153	259.832999243	217.141268075	221.052355615	231.634698071	238.459897798	196.777306549	180.55696721
182.076332662	206.409066962	215.194743355	184.12261713	222.319241465	200.919939973	189.184450911	181.538953159	227.866697243	289.277195889	196.607547695	174.504903548	227.861014738	192.295260328	189.462697272	212.007840554	202.475197964	188.015080995	178.711821912
198.378865822	242.114564278	240.15727076	216.418916999	245.158207483	178.443506697	223.882264375	210.034053801	230.099799292	196.607547695	289.277195889	224.064837389	239.861158493	201.75694836	198.292676004	224.508564203	227.752373379	167.179936663	166.043513024
181.308472535	224.602779547	214.870300633	190.422526217	226.735656992	143.464750044	192.441523819	185.366588491	223.387340153	174.504903548	224.064837389	289.277195889	213.07385771	162.787080945	191.315673375	206.815566121	194.64690983	158.264278475	135.588563178
182.74068971	234.519465729	246.545117414	197.889278196	261.779394717	173.596790718	210.917203187	215.67894135	259.832999243	227.861014738	239.861158493	213.07385771	289.277195889	196.573733522	199.035491528	231.094813466	226.76627274	205.686688145	149.702737282
172.545894261	220.256356199	189.314456502	233.592251312	212.96677293	224.484274942	238.048855736	224.146972191	217.141268075	192.295260328	201.75694836	162.787080945	196.573733522	289.277195889	195.702075055	213.325631209	212.973330646	166.01234692	220.632256659
178.172101048	233.420628046	191.057817566	203.159046171	225.908124697	179.800924227	177.478122055	222.892263432	221.052355615	189.462697272	198.292676004	191.315673375	199.035491528	195.702075055	289.277195889	202.725622431	218.508628506	184.000151097	174.285835368
173.896128294	211.642481353	235.089831748	194.350712894	228.382857506	199.304987278	227.438793337	205.716514224	231.634698071	212.007840554	224.508564203	206.815566121	231.094813466	213.325631209	202.725622431	289.277195889	201.769064238	215.773050307	163.97952268
182.38143239	258.68519633	207.602410524	229.223400661	247.937739128	179.978264248	219.737218999	215.635121179	238.459897798	202.475197964	227.752373379	194.64690983	226.76627274	212.973330646	218.508628506	201.769064238	289.277195889	146.499065858	182.092554251
115.752851906	140.957818446	208.422763153	127.212669864	186.858510611	171.427939866	144.010107848	189.208309018	196.777306549	188.015080995	167.179936663	158.264278475	205.686688145	166.01234692	184.000151097	215.773050307	146.499065858	289.277195889	126.637252659
157.383883422	196.825902829	146.179759508	216.6221	169.175607945	241.59860962	168.342916277	199.653869719	180.55696721	178.711821912	166.043513024	135.588563178	149.702737282	220.632256659	174.285835368	163.97952268	182.092554251	126.637252659	289.277195889
Genotype stats (X^T * X): 	60.6364429699
Gene expression - Genotype stats (Y^T * X): 
-20.9339326257	-22.5843280517	-20.5918565551	-25.7579540167	-19.0150944224	-35.4839107616	-25.5541396724	-28.2629791254	-18.3215358891	-13.4311815457	-26.8588265919	-27.5319281059	-20.5188887042	-17.624834051	-24.0731184585	-26.611611602	-21.1967904495	-31.801261977	-26.5473154414
