Tissue	muscleskeletal
N_samples	358
Chr	5
Gene	ENSG00000127184.6
SNP	rs11954052
Gene_list	ENSG00000169020.5	ENSG00000140990.10	ENSG00000250479.4	ENSG00000154723.8	ENSG00000241837.2	ENSG00000173660.7	ENSG00000176340.3	ENSG00000167863.7	ENSG00000178741.7	ENSG00000131143.4	ENSG00000127184.6	ENSG00000183648.5	ENSG00000156467.5	ENSG00000135940.2	ENSG00000241468.3	ENSG00000164919.6	ENSG00000173915.8	ENSG00000164405.6
Gene expression stats (Y^T * Y): 
347.94485817	186.632524053	132.552632612	100.84892888	122.110768673	166.597594329	207.409042433	149.911425198	113.389226126	184.424197269	225.450024613	198.272738237	233.244815786	249.278078896	147.610069246	207.948676031	66.1228122182	254.927032885
186.632524053	347.94485817	173.667509414	108.820241056	169.908843566	150.164737527	187.338256685	152.974893104	210.580466262	224.858649737	212.087365981	140.949184517	203.165368038	237.873069961	68.4717243751	187.413513395	127.7913643	203.733761845
132.552632612	173.667509414	347.94485817	163.690072765	118.874816091	133.631101152	264.084257081	129.344461729	216.477485199	237.812057863	208.955024265	127.85914717	155.825532161	223.818026165	105.001061847	184.557165327	136.349761014	174.470304781
100.84892888	108.820241056	163.690072765	347.94485817	218.878684576	201.003705439	165.714940916	196.375595116	213.832206354	196.847640978	214.305167906	181.93616329	144.061793771	163.468673514	202.515371406	207.033516069	255.85255092	165.844515161
122.110768673	169.908843566	118.874816091	218.878684576	347.94485817	211.759275644	127.813881659	232.577358537	220.015453112	216.012511766	210.512752028	147.673460758	185.740406603	176.530544451	166.008055674	174.218375935	211.640828293	135.102948392
166.597594329	150.164737527	133.631101152	201.003705439	211.759275644	347.94485817	151.649748928	200.601976248	185.835780409	193.378492684	224.850195755	194.301795202	209.712393141	206.386414513	189.257766514	184.887068433	162.07075726	155.442766125
207.409042433	187.338256685	264.084257081	165.714940916	127.813881659	151.649748928	347.94485817	115.774481157	193.085095321	236.13169606	239.834508364	145.32711472	192.204450717	272.607265887	126.139777941	234.350428562	125.129177	233.434476068
149.911425198	152.974893104	129.344461729	196.375595116	232.577358537	200.601976248	115.774481157	347.94485817	241.095694209	205.342780114	222.342248672	203.131330489	232.00048744	201.359497833	189.127133144	176.118240116	197.025300999	160.665145697
113.389226126	210.580466262	216.477485199	213.832206354	220.015453112	185.835780409	193.085095321	241.095694209	347.94485817	261.342265856	250.150319085	174.375392862	219.13374378	220.940643372	167.417954273	230.876273513	222.743395002	177.898582425
184.424197269	224.858649737	237.812057863	196.847640978	216.012511766	193.378492684	236.13169606	205.342780114	261.342265856	347.94485817	248.970096337	157.839265196	209.247522924	254.761775044	144.241214441	231.614906797	192.293383603	221.674394461
225.450024613	212.087365981	208.955024265	214.305167906	210.512752028	224.850195755	239.834508364	222.342248672	250.150319085	248.970096337	347.94485817	256.405523585	275.590851785	265.269727212	213.240847132	281.410328633	214.253306122	257.772656544
198.272738237	140.949184517	127.85914717	181.93616329	147.673460758	194.301795202	145.32711472	203.131330489	174.375392862	157.839265196	256.405523585	347.94485817	225.330355231	207.445699484	250.855725255	228.385920137	187.673765154	225.948937605
233.244815786	203.165368038	155.825532161	144.061793771	185.740406603	209.712393141	192.204450717	232.00048744	219.13374378	209.247522924	275.590851785	225.330355231	347.94485817	232.345104244	125.778395413	241.945116384	142.110743038	214.306411435
249.278078896	237.873069961	223.818026165	163.468673514	176.530544451	206.386414513	272.607265887	201.359497833	220.940643372	254.761775044	265.269727212	207.445699484	232.345104244	347.94485817	169.724712987	246.308069444	145.682117514	267.067914987
147.610069246	68.4717243751	105.001061847	202.515371406	166.008055674	189.257766514	126.139777941	189.127133144	167.417954273	144.241214441	213.240847132	250.855725255	125.778395413	169.724712987	347.94485817	174.716995496	206.420611535	179.929999025
207.948676031	187.413513395	184.557165327	207.033516069	174.218375935	184.887068433	234.350428562	176.118240116	230.876273513	231.614906797	281.410328633	228.385920137	241.945116384	246.308069444	174.716995496	347.94485817	212.669272155	268.675456822
66.1228122182	127.7913643	136.349761014	255.85255092	211.640828293	162.07075726	125.129177	197.025300999	222.743395002	192.293383603	214.253306122	187.673765154	142.110743038	145.682117514	206.420611535	212.669272155	347.94485817	158.818591086
254.927032885	203.733761845	174.470304781	165.844515161	135.102948392	155.442766125	233.434476068	160.665145697	177.898582425	221.674394461	257.772656544	225.948937605	214.306411435	267.067914987	179.929999025	268.675456822	158.818591086	347.94485817
Genotype stats (X^T * X): 	134.327502693
Gene expression - Genotype stats (Y^T * X): 
27.7313614083	23.567729649	29.3496047099	23.6730456631	8.45901754405	18.5354740225	19.0428679485	20.1660773114	18.123816938	11.8682529035	36.8589763631	20.5404663772	30.8049500183	21.6962269552	11.8482786692	20.2813510567	23.116860168	20.2416725245
