Tissue	muscleskeletal
N_samples	358
Chr	12
Gene	ENSG00000060138.8
SNP	rs10845202
Gene_list	ENSG00000111669.10	ENSG00000060138.8	ENSG00000092054.12	ENSG00000198125.8	ENSG00000173991.5	ENSG00000160808.5	ENSG00000114854.3	ENSG00000105048.12	ENSG00000110955.4	ENSG00000164879.6	ENSG00000122367.15	ENSG00000111245.10	ENSG00000143549.15	ENSG00000112096.12	ENSG00000143318.8	ENSG00000159173.14	ENSG00000168530.11
Gene expression stats (Y^T * Y): 
347.94485817	-232.626771049	197.177713572	200.214156193	214.06628601	243.853912332	178.205151736	162.761197548	247.403443728	240.010415069	262.548515427	178.947339006	176.805285262	-216.829967872	260.339639125	214.936847341	263.736079952
-232.626771049	347.94485817	-227.656244654	-217.714580763	-209.820841939	-259.693880795	-209.762502576	-220.546703992	-229.362953849	-241.920902859	-232.759947969	-228.025652169	-222.97725	209.044799921	-210.566125336	-221.338176784	-212.338489602
197.177713572	-227.656244654	347.94485817	272.352153869	288.470487908	302.681972154	300.178390992	308.644574837	200.501761586	256.239747517	267.831138304	312.410277092	312.100784874	-175.987531401	212.737106479	304.832357153	198.925569106
200.214156193	-217.714580763	272.352153869	347.94485817	262.914182631	272.848709856	262.956133155	275.052553141	197.342268731	227.230807979	240.585558399	261.968868636	277.234818417	-163.807283519	218.515027131	265.68764318	204.338565577
214.06628601	-209.820841939	288.470487908	262.914182631	347.94485817	277.253022928	294.212320567	277.174091529	158.685341366	247.901791645	273.545383498	289.29908485	271.700485563	-216.291173464	228.6890434	308.865853413	232.360541076
243.853912332	-259.693880795	302.681972154	272.848709856	277.253022928	347.94485817	283.860321532	286.666619583	247.994646481	255.520135382	268.075765993	294.5276554	304.063851458	-183.888066514	223.438341239	295.98069778	223.806337585
178.205151736	-209.762502576	300.178390992	262.956133155	294.212320567	283.860321532	347.94485817	324.22130251	175.638813823	234.651446034	243.653687992	317.3547943	309.41665214	-193.52708616	187.944700425	320.199543199	170.836534647
162.761197548	-220.546703992	308.644574837	275.052553141	277.174091529	286.666619583	324.22130251	347.94485817	194.129575994	232.540486574	234.968707109	325.891647337	316.049505797	-170.296154483	167.951856897	303.766360648	159.426536856
247.403443728	-229.362953849	200.501761586	197.342268731	158.685341366	247.994646481	175.638813823	194.129575994	347.94485817	175.993778488	195.709995387	199.427117331	211.26065172	-120.704453845	139.199519431	177.813437083	157.400801659
240.010415069	-241.920902859	256.239747517	227.230807979	247.901791645	255.520135382	234.651446034	232.540486574	175.993778488	347.94485817	289.792994726	247.170713189	227.794846751	-260.585902757	272.28696646	264.463689381	251.863342546
262.548515427	-232.759947969	267.831138304	240.585558399	273.545383498	268.075765993	243.653687992	234.968707109	195.709995387	289.792994726	347.94485817	239.470806012	241.038270536	-257.456978598	287.539338528	282.431152307	255.207479446
178.947339006	-228.025652169	312.410277092	261.968868636	289.29908485	294.5276554	317.3547943	325.891647337	199.427117331	247.170713189	239.470806012	347.94485817	308.597969067	-176.498359786	176.725694607	302.044639032	190.600702855
176.805285262	-222.97725	312.100784874	277.234818417	271.700485563	304.063851458	309.41665214	316.049505797	211.26065172	227.794846751	241.038270536	308.597969067	347.94485817	-144.163508771	195.56273777	296.843428	180.274196235
-216.829967872	209.044799921	-175.987531401	-163.807283519	-216.291173464	-183.888066514	-193.52708616	-170.296154483	-120.704453845	-260.585902757	-257.456978598	-176.498359786	-144.163508771	347.94485817	-250.09745862	-232.009464445	-214.785829733
260.339639125	-210.566125336	212.737106479	218.515027131	228.6890434	223.438341239	187.944700425	167.951856897	139.199519431	272.28696646	287.539338528	176.725694607	195.56273777	-250.09745862	347.94485817	232.626253412	278.821901131
214.936847341	-221.338176784	304.832357153	265.68764318	308.865853413	295.98069778	320.199543199	303.766360648	177.813437083	264.463689381	282.431152307	302.044639032	296.843428	-232.009464445	232.626253412	347.94485817	212.08448646
263.736079952	-212.338489602	198.925569106	204.338565577	232.360541076	223.806337585	170.836534647	159.426536856	157.400801659	251.863342546	255.207479446	190.600702855	180.274196235	-214.785829733	278.821901131	212.08448646	347.94485817
Genotype stats (X^T * X): 	189.287709497
Gene expression - Genotype stats (Y^T * X): 
-14.055045528	58.1032367037	-32.2709964985	-26.0679909439	-30.2965199571	-27.5415036281	-18.8590592289	-19.897757885	-2.05625980305	-28.1766289247	-29.5297231538	-21.8948490102	-24.3405475688	31.4487086194	-32.3468528062	-26.1629063612	-23.0943457644
