Tissue	braincaudatebasalganglia
N_samples	98
Chr	11
Gene	ENSG00000162188.5
SNP	rs2730029
Gene_list	ENSG00000127585.7	ENSG00000104964.10	ENSG00000125648.10	ENSG00000159335.11	ENSG00000111674.4	ENSG00000132535.14	ENSG00000132639.8	ENSG00000184702.13	ENSG00000158856.13	ENSG00000121905.5	ENSG00000168653.6	ENSG00000154277.8	ENSG00000108309.8	ENSG00000196262.9	ENSG00000160014.12	ENSG00000063180.4	ENSG00000101210.6	ENSG00000162188.5	ENSG00000154096.9	ENSG00000168159.9
Gene expression stats (Y^T * Y): 
90.3124531138	56.0479236231	75.6290698115	60.3097794913	54.1448628479	69.1591320183	64.6894627592	73.3603581678	57.3114165779	79.6709490226	31.3589308922	61.7260958326	47.4859463464	45.5866739113	73.6886990463	43.2773583207	68.4998432992	58.2391617881	73.1493570866	51.3354038116
56.0479236231	90.3124531138	59.9972813176	61.8901077338	27.0005894095	63.8018256401	31.6684381086	58.456054347	60.8236967121	48.3599090435	22.8043689927	30.1334429735	55.9858946389	22.8930746709	46.5294444977	59.4709045573	64.4011918911	55.0207382812	48.8245107139	57.666130773
75.6290698115	59.9972813176	90.3124531138	56.5663362677	51.0362409633	66.8804135279	51.6036136493	68.6374756033	57.7027030429	69.8319110576	31.6486207874	47.8009117193	50.9976110015	41.5878985734	63.7620066186	49.9980349452	67.7647131715	58.5468456372	61.5970230845	56.6588025502
60.3097794913	61.8901077338	56.5663362677	90.3124531138	66.3092422774	60.604931838	48.5322858418	66.407139056	68.7881194473	65.0596999266	36.5724536077	63.6923707707	45.8900855046	38.0600840014	67.5830160675	50.3327362468	67.1053865975	66.3954918306	61.6764364396	62.1979425032
54.1448628479	27.0005894095	51.0362409633	66.3092422774	90.3124531138	43.5748597463	62.0451559352	60.1945933615	56.4929816809	68.6962775931	28.934731313	75.953857964	27.0124635943	47.5646832438	71.0423959902	26.3502374495	60.4249754302	55.342849029	62.503666501	51.2934541313
69.1591320183	63.8018256401	66.8804135279	60.604931838	43.5748597463	90.3124531138	40.0962154873	72.1317900799	67.7704944948	57.8803156454	34.4833246484	45.0351663156	57.2667561354	29.7164125927	60.6088650771	47.9533641388	71.6193337114	56.4501919669	59.4545933516	47.6448158242
64.6894627592	31.6684381086	51.6036136493	48.5322858418	62.0451559352	40.0962154873	90.3124531138	63.1837512308	44.3135284526	69.7812544696	30.4192854778	78.8620796986	22.9595484191	61.9499748447	78.436954607	21.4340724911	51.9212223131	54.285944883	71.3499656159	35.8302602164
73.3603581678	58.456054347	68.6374756033	66.407139056	60.1945933615	72.1317900799	63.1837512308	90.3124531138	76.4785304054	72.0843810676	31.9626255547	66.9404719574	46.697810522	42.258877193	81.4326591568	48.8245051134	69.0105013781	58.4962533345	78.4118167129	56.3472632196
57.3114165779	60.8236967121	57.7027030429	68.7881194473	56.4929816809	67.7704944948	44.3135284526	76.4785304054	90.3124531138	59.4295684694	24.6632053024	53.7780024821	46.8277043375	28.6405901527	67.898843326	49.1721136273	61.3196649765	56.2589620214	56.2930967696	59.127678783
79.6709490226	48.3599090435	69.8319110576	65.0596999266	68.6962775931	57.8803156454	69.7812544696	72.0843810676	59.4295684694	90.3124531138	31.3314958679	72.2200744793	40.8416298762	51.9461904186	79.7833302829	38.7260585503	69.5097943678	57.0777609418	76.9447721286	55.9393073083
