Tissue	skinnotsunexposedsuprapubic
N_samples	196
Chr	22
Gene	ENSG00000211653.2
SNP	rs377976
Gene_list	ENSG00000211644.2	ENSG00000211648.2	ENSG00000211651.2	ENSG00000211653.2	ENSG00000211659.2	ENSG00000211660.3	ENSG00000211668.2	ENSG00000254709.2	ENSG00000211675.2	ENSG00000132465.6	ENSG00000211598.2	ENSG00000243466.1	ENSG00000241351.1	ENSG00000239951.1	ENSG00000244116.1	ENSG00000242076.1	ENSG00000251546.1	ENSG00000211890.3	ENSG00000211947.2	ENSG00000211949.2	ENSG00000211953.2	ENSG00000211955.2	ENSG00000224373.2
Gene expression stats (Y^T * Y): 
187.052919224	116.064291555	118.179757565	128.415613335	108.165907989	110.422542378	116.934158659	121.09429679	117.847428263	129.850836082	123.562061166	107.400112998	119.907864891	129.991224846	129.250412066	124.833728304	107.082458051	121.214875545	122.199835669	106.2010843	104.591413255	105.402146723	122.566345308
116.064291555	187.052919224	129.564613035	137.832709282	112.736496325	128.613495703	116.278286013	122.193864981	109.831169448	118.513218583	120.894633151	103.765151726	126.322761149	111.162282484	109.086805384	123.916498497	102.824949411	111.867351772	114.542357136	113.258279653	116.595177963	125.846471988	108.765427356
118.179757565	129.564613035	187.052919224	138.705229107	127.469990065	121.823481982	124.645831683	135.543814609	127.342692884	134.666157116	129.451698253	117.726905761	111.185716291	134.442517046	117.381594444	123.039373633	111.598470548	118.101036173	132.613951427	136.278119634	114.741665162	125.58574591	113.136127065
128.415613335	137.832709282	138.705229107	187.052919224	128.02166278	126.928397522	133.996661145	126.50154117	116.565082835	133.194432885	142.001218914	116.176976942	125.401419051	124.395561843	124.369515408	113.621642414	112.260281994	122.064215253	125.559687159	115.625204784	118.6063693	132.117824516	119.997666387
108.165907989	112.736496325	127.469990065	128.02166278	187.052919224	118.758668272	109.319161688	122.421831209	108.411836557	124.443198364	121.553726771	100.951111227	116.542630212	109.805118168	100.636476301	101.932295483	98.6739533958	108.873491539	133.932402286	107.359003783	103.383734222	129.575379324	109.609092781
110.422542378	128.613495703	121.823481982	126.928397522	118.758668272	187.052919224	103.877502285	141.340399021	122.905670611	131.640769589	112.093784006	101.672858881	105.011882863	113.721952846	97.0443404266	109.30225125	121.4533348	119.067148875	105.222145455	106.685530067	111.81940926	120.838310905	107.341641235
116.934158659	116.278286013	124.645831683	133.996661145	109.319161688	103.877502285	187.052919224	131.085185362	116.814683217	129.676305953	125.345483864	109.25272675	128.992783333	118.125365498	112.755035479	120.478435043	102.781703398	117.589721789	121.865726794	112.89515285	111.557858595	124.138086447	123.596312937
121.09429679	122.193864981	135.543814609	126.50154117	122.421831209	141.340399021	131.085185362	187.052919224	158.360267842	152.294119433	110.846804671	105.88432718	112.407671271	126.098308203	109.609368686	114.759458401	121.270136269	133.253258645	118.677820472	122.921530094	102.266019873	113.721129482	112.781377902
117.847428263	109.831169448	127.342692884	116.565082835	108.411836557	122.905670611	116.814683217	158.360267842	187.052919224	166.807204945	91.5261686495	98.1337017819	112.835423595	140.041639482	111.390163258	119.418562957	123.179436134	156.976562286	117.208445758	116.940456826	102.400762823	97.2675714945	104.432109949
129.850836082	118.513218583	134.666157116	133.194432885	124.443198364	131.640769589	129.676305953	152.294119433	166.807204945	187.052919224	113.496614307	119.068040234	126.345650947	152.095707764	121.231414318	130.423660599	131.075086085	168.439580545	135.056788978	125.586477971	111.502701593	118.833030119	121.379757328
123.562061166	120.894633151	129.451698253	142.001218914	121.553726771	112.093784006	125.345483864	110.846804671	91.5261686495	113.496614307	187.052919224	114.482351457	121.994381714	114.405684668	135.707732397	118.572884244	111.786048641	103.205017626	119.308134482	109.547262688	105.607555772	124.831571536	128.495525562
107.400112998	103.765151726	117.726905761	116.176976942	100.951111227	101.672858881	109.25272675	105.88432718	98.1337017819	119.068040234	114.482351457	187.052919224	109.21541431	118.896753126	103.130574681	110.022469318	89.0895565053	108.021876253	118.460522559	108.81941816	101.45047924	123.849550699	114.456554055
119.907864891	126.322761149	111.185716291	125.401419051	116.542630212	105.011882863	128.992783333	112.407671271	112.835423595	126.345650947	121.994381714	109.21541431	187.052919224	121.884562114	121.271585162	113.663452335	110.445645063	115.737040596	117.041673268	106.756642575	96.234152965	112.725030684	115.523711115
129.991224846	111.162282484	134.442517046	124.395561843	109.805118168	113.721952846	118.125365498	126.098308203	140.041639482	152.095707764	114.405684668	118.896753126	121.884562114	187.052919224	129.8450635	135.308275577	129.67794755	136.800225228	125.871999311	142.146818946	120.127519901	117.199549882	123.055525892
129.250412066	109.086805384	117.381594444	124.369515408	100.636476301	97.0443404266	112.755035479	109.609368686	111.390163258	121.231414318	135.707732397	103.130574681	121.271585162	129.8450635	187.052919224	117.451204991	116.3976158	116.737227377	102.186754646	115.882874869	100.283998144	104.844872525	115.783469531
124.833728304	123.916498497	123.039373633	113.621642414	101.932295483	109.30225125	120.478435043	114.759458401	119.418562957	130.423660599	118.572884244	110.022469318	113.663452335	135.308275577	117.451204991	187.052919224	110.744990078	119.650471326	124.11220188	119.885809555	123.825793788	113.892215069	129.936202149
107.082458051	102.824949411	111.598470548	112.260281994	98.6739533958	121.4533348	102.781703398	121.270136269	123.179436134	131.075086085	111.786048641	89.0895565053	110.445645063	129.67794755	116.3976158	110.744990078	187.052919224	109.733620824	92.4360156314	113.11796899	108.400257786	109.977021919	104.896443643
121.214875545	111.867351772	118.101036173	122.064215253	108.873491539	119.067148875	117.589721789	133.253258645	156.976562286	168.439580545	103.205017626	108.021876253	115.737040596	136.800225228	116.737227377	119.650471326	109.733620824	187.052919224	117.165801945	103.947396907	100.389247404	103.76906839	104.565165392
122.199835669	114.542357136	132.613951427	125.559687159	133.932402286	105.222145455	121.865726794	118.677820472	117.208445758	135.056788978	119.308134482	118.460522559	117.041673268	125.871999311	102.186754646	124.11220188	92.4360156314	117.165801945	187.052919224	118.000150066	107.14582156	126.721143187	115.783074727
106.2010843	113.258279653	136.278119634	115.625204784	107.359003783	106.685530067	112.89515285	122.921530094	116.940456826	125.586477971	109.547262688	108.81941816	106.756642575	142.146818946	115.882874869	119.885809555	113.11796899	103.947396907	118.000150066	187.052919224	107.897246816	104.461543509	106.910306834
104.591413255	116.595177963	114.741665162	118.6063693	103.383734222	111.81940926	111.557858595	102.266019873	102.400762823	111.502701593	105.607555772	101.45047924	96.234152965	120.127519901	100.283998144	123.825793788	108.400257786	100.389247404	107.14582156	107.897246816	187.052919224	108.448710584	109.744591763
105.402146723	125.846471988	125.58574591	132.117824516	129.575379324	120.838310905	124.138086447	113.721129482	97.2675714945	118.833030119	124.831571536	123.849550699	112.725030684	117.199549882	104.844872525	113.892215069	109.977021919	103.76906839	126.721143187	104.461543509	108.448710584	187.052919224	111.664083882
122.566345308	108.765427356	113.136127065	119.997666387	109.609092781	107.341641235	123.596312937	112.781377902	104.432109949	121.379757328	128.495525562	114.456554055	115.523711115	123.055525892	115.783469531	129.936202149	104.896443643	104.565165392	115.783074727	106.910306834	109.744591763	111.664083882	187.052919224
Genotype stats (X^T * X): 	42.2786462449
Gene expression - Genotype stats (Y^T * X): 
