Tissue	skinnotsunexposedsuprapubic
N_samples	196
Chr	10
Gene	ENSG00000197746.9
SNP	rs10823861
Gene_list	ENSG00000197766.3	ENSG00000132386.6	ENSG00000110651.7	ENSG00000125730.12	ENSG00000182326.10	ENSG00000159403.11	ENSG00000026025.9	ENSG00000166482.7	ENSG00000101439.4	ENSG00000064205.6	ENSG00000106624.4	ENSG00000077942.13	ENSG00000142173.10	ENSG00000087245.8	ENSG00000135404.7	ENSG00000149131.11	ENSG00000197746.9	ENSG00000035862.8	ENSG00000011465.12	ENSG00000148180.12	ENSG00000143387.8	ENSG00000113140.6
Gene expression stats (Y^T * Y): 
187.052919224	142.494079264	103.01315424	144.787551031	145.327959395	148.325580509	130.204338561	131.698227435	153.077514128	143.44776951	133.232128207	160.927545685	143.10244764	117.428921717	125.15134784	153.723721296	130.152706888	132.210704759	159.52177802	157.112503808	120.839506079	106.301751136
142.494079264	187.052919224	76.0493925676	141.716364638	154.515549156	158.618966782	128.109854903	95.8158092343	139.80712902	153.402436187	134.084884012	153.201315637	122.969909635	141.202689289	125.685432896	161.96331035	114.153149672	137.593265372	152.917210678	121.858704229	146.496504918	89.4790281155
103.01315424	76.0493925676	187.052919224	91.7211265644	98.3375303726	105.495567528	99.581242483	117.898421959	116.362276039	78.0844776341	102.343973629	103.190407691	124.653524571	89.1809003109	117.612996486	102.983865952	137.988765023	107.479994236	91.773184645	95.8848251224	82.1379995058	111.086509131
144.787551031	141.716364638	91.7211265644	187.052919224	159.191980877	154.605905108	99.2149855219	132.567053471	121.322355567	124.655601569	124.070309574	137.559970617	131.391473753	107.225413939	123.847618829	142.076903015	114.556088327	108.048859866	140.915275609	117.316817088	111.076005513	93.2096349117
145.327959395	154.515549156	98.3375303726	159.191980877	187.052919224	176.132354964	118.135522729	127.945383287	130.862038132	134.881622399	142.726132267	148.644831304	145.035208241	124.836266924	136.362121017	160.251267509	130.989643623	130.057721501	156.709566934	116.77634286	132.227028511	110.720985002
148.325580509	158.618966782	105.495567528	154.605905108	176.132354964	187.052919224	120.820659274	118.307003576	139.324894361	132.438898096	142.59529607	153.3237119	143.566454617	125.524026028	145.020346175	168.104185131	134.216596249	127.227330143	154.299022603	123.638527648	128.210583921	112.686956365
130.204338561	128.109854903	99.581242483	99.2149855219	118.135522729	120.820659274	187.052919224	90.0566414883	136.437415424	119.217191103	119.099980251	142.980194498	121.541530407	139.406381788	127.509897329	152.126618087	120.934650786	158.331912937	144.019974638	133.061792031	141.130602154	98.0517343713
131.698227435	95.8158092343	117.898421959	132.567053471	127.945383287	118.307003576	90.0566414883	187.052919224	102.877058902	104.567695483	108.944404844	119.883915935	141.637763168	83.6250670485	100.073215247	102.690192223	122.830026852	108.041783067	132.897102346	109.45962212	91.5457181659	120.851678395
153.077514128	139.80712902	116.362276039	121.322355567	130.862038132	139.324894361	136.437415424	102.877058902	187.052919224	146.225385591	134.607341336	154.096690579	136.917625504	133.161667711	126.63873957	147.810525352	129.774069532	144.763472463	139.407609966	145.054702161	135.886949959	97.6852711739
143.44776951	153.402436187	78.0844776341	124.655601569	134.881622399	132.438898096	119.217191103	104.567695483	146.225385591	187.052919224	134.364843165	154.836473178	126.392662703	138.163274467	101.375707523	140.431185704	118.809556763	140.563191374	148.945468237	121.963290474	143.0795685	75.9256551327
133.232128207	134.084884012	102.343973629	124.070309574	142.726132267	142.59529607	119.099980251	108.944404844	134.607341336	134.364843165	187.052919224	140.62089415	146.392690314	150.710009261	137.198443615	143.393508007	122.546585775	141.151423543	132.263931523	111.708419528	145.480365498	95.172263724
160.927545685	153.201315637	103.190407691	137.559970617	148.644831304	153.3237119	142.980194498	119.883915935	154.096690579	154.836473178	140.62089415	187.052919224	134.848284931	138.009352343	118.174556198	164.0725812	141.37797488	153.378647703	165.278521836	144.29196215	143.805037013	94.3692686423
143.10244764	122.969909635	124.653524571	131.391473753	145.035208241	143.566454617	121.541530407	141.637763168	136.917625504	126.392662703	146.392690314	134.848284931	187.052919224	126.510882094	138.847795626	128.193409577	141.586067258	135.348206189	145.244897517	125.249486356	126.839759261	141.998799818
117.428921717	141.202689289	89.1809003109	107.225413939	124.836266924	125.524026028	139.406381788	83.6250670485	133.161667711	138.163274467	150.710009261	138.009352343	126.510882094	187.052919224	138.247555157	146.003358214	122.205822387	165.626633549	133.335061686	104.552567701	172.633013835	80.1755065089
125.15134784	125.685432896	117.612996486	123.847618829	136.362121017	145.020346175	127.509897329	100.073215247	126.63873957	101.375707523	137.198443615	118.174556198	138.847795626	138.247555157	187.052919224	146.191680759	127.820379691	133.857467422	132.343261277	120.290909993	130.730695308	123.85800619
153.723721296	161.96331035	102.983865952	142.076903015	160.251267509	168.104185131	152.126618087	102.690192223	147.810525352	140.431185704	143.393508007	164.0725812	128.193409577	146.003358214	146.191680759	187.052919224	132.900878064	148.529668874	156.078842374	139.85046133	142.103027666	96.3157586258
130.152706888	114.153149672	137.988765023	114.556088327	130.989643623	134.216596249	120.934650786	122.830026852	129.774069532	118.809556763	122.546585775	141.37797488	141.586067258	122.205822387	127.820379691	132.900878064	187.052919224	139.132212519	140.296936342	125.592344022	119.086414387	119.622136063
132.210704759	137.593265372	107.479994236	108.048859866	130.057721501	127.227330143	158.331912937	108.041783067	144.763472463	140.563191374	141.151423543	153.378647703	135.348206189	165.626633549	133.857467422	148.529668874	139.132212519	187.052919224	154.807995062	129.43953226	168.298320549	105.219248428
159.52177802	152.917210678	91.773184645	140.915275609	156.709566934	154.299022603	144.019974638	132.897102346	139.407609966	148.945468237	132.263931523	165.278521836	145.244897517	133.335061686	132.343261277	156.078842374	140.296936342	154.807995062	187.052919224	147.293885362	147.864127273	122.986659382
157.112503808	121.858704229	95.8848251224	117.316817088	116.77634286	123.638527648	133.061792031	109.45962212	145.054702161	121.963290474	111.708419528	144.29196215	125.249486356	104.552567701	120.290909993	139.85046133	125.592344022	129.43953226	147.293885362	187.052919224	103.220719173	109.786479426
120.839506079	146.496504918	82.1379995058	111.076005513	132.227028511	128.210583921	141.130602154	91.5457181659	135.886949959	143.0795685	145.480365498	143.805037013	126.839759261	172.633013835	130.730695308	142.103027666	119.086414387	168.298320549	147.864127273	103.220719173	187.052919224	89.4357146753
106.301751136	89.4790281155	111.086509131	93.2096349117	110.720985002	112.686956365	98.0517343713	120.851678395	97.6852711739	75.9256551327	95.172263724	94.3692686423	141.998799818	80.1755065089	123.85800619	96.3157586258	119.622136063	105.219248428	122.986659382	109.786479426	89.4357146753	187.052919224
Genotype stats (X^T * X): 	67.72940875
Gene expression - Genotype stats (Y^T * X): 
-11.3519292039	-16.2573115093	-23.114529844	-9.62857684651	-15.2911284383	-16.2133489448	-17.8795762228	-12.3968375033	-22.7585064662	-24.0730714193	-14.8831354955	-16.5125083077	-10.9640110395	-19.2635214508	-8.36352352153	-20.0029865816	-29.637242953	-25.4656678612	-16.7600013184	-11.4381145479	-15.4526726428	-11.578542286
